month_date,precipitation_mm,pet_mm,temperature_mean_c,temperature_min_c,temperature_max_c,dewpoint_c,soil_moisture_layer1,soil_moisture_layer2,runoff_mm,surface_runoff_mm,solar_radiation,wind_speed,surface_pressure_kpa,month,season,precipitation_mm_lag1,precipitation_mm_lag2,precipitation_mm_lag3,pet_mm_lag1,pet_mm_lag2,pet_mm_lag3,temperature_mean_c_lag1,temperature_mean_c_lag2,temperature_mean_c_lag3,temperature_min_c_lag1,temperature_min_c_lag2,temperature_min_c_lag3,temperature_max_c_lag1,temperature_max_c_lag2,temperature_max_c_lag3,dewpoint_c_lag1,dewpoint_c_lag2,dewpoint_c_lag3,soil_moisture_layer1_lag1,soil_moisture_layer1_lag2,soil_moisture_layer1_lag3,soil_moisture_layer2_lag1,soil_moisture_layer2_lag2,soil_moisture_layer2_lag3,runoff_mm_lag1,runoff_mm_lag2,runoff_mm_lag3,surface_runoff_mm_lag1,surface_runoff_mm_lag2,surface_runoff_mm_lag3,solar_radiation_lag1,solar_radiation_lag2,solar_radiation_lag3,wind_speed_lag1,wind_speed_lag2,wind_speed_lag3,surface_pressure_kpa_lag1,surface_pressure_kpa_lag2,surface_pressure_kpa_lag3,precipitation_3month,precipitation_6month,pet_3month,pet_6month,calendar_month,month_sin,month_cos,water_stress_index
2017-01-01,151.35041522768935,222.8637809734052,23.59138361663303,19.46605615683592,28.138930181936654,18.88780615482913,0.3122019122316111,0.3065292742963042,0.0151701839069163,0.0151684364364462,20636852.105042502,2.045730306335784,96.95311486467172,1,Summer,135.2071012976315,219.28895033112047,61.035571409894985,246.61898532283865,189.0928168320484,232.18885370755453,24.811295971297167,22.699322286591308,21.71786079110578,20.06312193949952,18.428415085922225,16.425231738483117,30.347946050067964,27.533810580881354,27.93171097891037,17.918514451454556,17.156610587434134,13.99651560780612,0.1930642030072606,0.2319313742480409,0.1807433240490759,0.1719201391775467,0.1895578467793316,0.1708847146741138,0.0004152671201994,0.0003378601603559,0.0001663950268542,0.0004134304041466,0.0003359270440111,0.0001642863242634,19549505.17992314,15275405.585078215,18033351.108258724,1.7601181687590308,1.842111636978633,2.0060369587284472,97.0299618759644,97.217936510589,97.24499577389648,505.84646685644134,602.1266100678583,658.5755831282922,1309.4822770314095,1,0.49999999999999994,0.8660254037844387,1.6472660003863995
2017-02-01,113.6105862574489,182.25683871697,24.05059271942448,20.512469127117942,28.38651572823095,19.689545205591557,0.2964442860369053,0.3023292141639429,0.0034667819415617,0.0034652182072507,19039189.92444559,1.7659690524481249,97.06524921320572,2,Summer,151.35041522768935,135.2071012976315,219.28895033112047,222.8637809734052,246.61898532283865,189.0928168320484,23.59138361663303,24.811295971297167,22.699322286591308,19.46605615683592,20.06312193949952,18.428415085922225,28.138930181936654,30.347946050067964,27.533810580881354,18.88780615482913,17.918514451454556,17.156610587434134,0.3122019122316111,0.1930642030072606,0.2319313742480409,0.3065292742963042,0.1719201391775467,0.1895578467793316,0.0151701839069163,0.0004152671201994,0.0003378601603559,0.0151684364364462,0.0004134304041466,0.0003359270440111,20636852.105042502,19549505.17992314,15275405.585078215,2.045730306335784,1.7601181687590308,1.842111636978633,96.95311486467172,97.0299618759644,97.217936510589,400.1681027827697,709.2052170863518,651.7396050132138,1296.90887276016,2,0.8660254037844386,0.5000000000000001,-0.10068594079881812
2017-03-01,69.40006532340217,205.2712182275655,23.188804865377644,18.789522574080344,28.47606784335889,18.144618840534303,0.270533247887313,0.2820452747172456,0.002702531939379,0.002700555410626,19534030.578031827,1.6461293611038956,97.28242168612056,3,Autumn,113.6105862574489,151.35041522768935,135.2071012976315,182.25683871697,222.8637809734052,246.61898532283865,24.05059271942448,23.59138361663303,24.811295971297167,20.512469127117942,19.46605615683592,20.06312193949952,28.38651572823095,28.138930181936654,30.347946050067964,19.689545205591557,18.88780615482913,17.918514451454556,0.2964442860369053,0.3122019122316111,0.1930642030072606,0.3023292141639429,0.3065292742963042,0.1719201391775467,0.0034667819415617,0.0151701839069163,0.0004152671201994,0.0034652182072507,0.0151684364364462,0.0004134304041466,19039189.92444559,20636852.105042502,19549505.17992314,1.7659690524481249,2.045730306335784,1.7601181687590308,97.06524921320572,96.95311486467172,97.0299618759644,334.3610668085404,749.8926898471874,610.3918379179406,1278.2924937803823,3,1.0,6.123233995736766e-17,-0.3037983028456088
2017-04-01,38.65722410917072,155.92521649620593,21.345060868842783,16.811214380000322,26.38680898801801,15.804885739243463,0.1962035295048058,0.2108761028836062,0.0004168064316687,0.0004145329555879,15268343.788688326,1.2513134497443954,97.5727064340505,4,Autumn,69.40006532340217,113.6105862574489,151.35041522768935,205.2712182275655,182.25683871697,222.8637809734052,23.188804865377644,24.05059271942448,23.59138361663303,18.789522574080344,20.512469127117942,19.46605615683592,28.47606784335889,28.38651572823095,28.138930181936654,18.144618840534303,19.689545205591557,18.88780615482913,0.270533247887313,0.2964442860369053,0.3122019122316111,0.2820452747172456,0.3023292141639429,0.3065292742963042,0.002702531939379,0.0034667819415617,0.0151701839069163,0.002700555410626,0.0034652182072507,0.0151684364364462,19534030.578031827,19039189.92444559,20636852.105042502,1.6461293611038956,1.7659690524481249,2.045730306335784,97.28242168612056,97.06524921320572,96.95311486467172,221.66787569002176,727.5143425464631,543.4532734407413,1202.0288565690337,4,0.8660254037844387,-0.4999999999999998,-0.6437467056840144
2017-05-01,12.66131356203061,146.96191541769875,19.00701536700794,13.518211076344857,25.459870385551696,12.483798817069324,0.17713775263084,0.1814955075396767,0.000125278957484,0.000122910533571,13922457.386048676,1.4593437245001852,97.63445167334842,5,Autumn,38.65722410917072,69.40006532340217,113.6105862574489,155.92521649620593,205.2712182275655,182.25683871697,21.345060868842783,23.188804865377644,24.05059271942448,16.811214380000322,18.789522574080344,20.512469127117942,26.38680898801801,28.47606784335889,28.38651572823095,15.804885739243463,18.144618840534303,19.689545205591557,0.1962035295048058,0.270533247887313,0.2964442860369053,0.2108761028836062,0.2820452747172456,0.3023292141639429,0.0004168064316687,0.002702531939379,0.0034667819415617,0.0004145329555879,0.002700555410626,0.0034652182072507,15268343.788688326,19534030.578031827,19039189.92444559,1.2513134497443954,1.6461293611038956,1.7659690524481249,97.5727064340505,97.28242168612056,97.06524921320572,120.71860299460347,520.8867057773732,508.1583501414701,1159.897955154684,5,0.49999999999999994,-0.8660254037844387,-0.5325223429170274
2017-06-01,6.203976716750708,141.00713403861874,17.547819058999355,11.330419730910602,24.333771712283667,9.441007993922293,0.1191496925185685,0.1571655187748351,9.63163720141249e-06,7.267705154763231e-06,12191924.29843562,1.4761551165507187,97.74068026417328,6,Winter,12.66131356203061,38.65722410917072,69.40006532340217,146.96191541769875,155.92521649620593,205.2712182275655,19.00701536700794,21.345060868842783,23.188804865377644,13.518211076344857,16.811214380000322,18.789522574080344,25.459870385551696,26.38680898801801,28.47606784335889,12.483798817069324,15.804885739243463,18.144618840534303,0.17713775263084,0.1962035295048058,0.270533247887313,0.1814955075396767,0.2108761028836062,0.2820452747172456,0.000125278957484,0.0004168064316687,0.002702531939379,0.000122910533571,0.0004145329555879,0.002700555410626,13922457.386048676,15268343.788688326,19534030.578031827,1.4593437245001852,1.2513134497443954,1.6461293611038956,97.63445167334842,97.5727064340505,97.28242168612056,57.52251438795201,391.8835811964924,443.89426595252337,1054.286103870464,6,1.2246467991473532e-16,-1.0,-0.5387965596817994
2017-07-01,6.583407646148845,150.37993583760968,17.725597593479932,11.497958537148728,24.56361246683189,9.881523308154792,0.1130151985955947,0.1455222771342767,1.870020417099825e-05,1.6321559244975285e-05,13161714.298590893,1.310382247423759,97.87424411746284,7,Winter,6.203976716750708,12.66131356203061,38.65722410917072,141.00713403861874,146.96191541769875,155.92521649620593,17.547819058999355,19.00701536700794,21.345060868842783,11.330419730910602,13.518211076344857,16.811214380000322,24.333771712283667,25.459870385551696,26.38680898801801,9.441007993922293,12.483798817069324,15.804885739243463,0.1191496925185685,0.17713775263084,0.1962035295048058,0.1571655187748351,0.1814955075396767,0.2108761028836062,9.63163720141249e-06,0.000125278957484,0.0004168064316687,7.267705154763231e-06,0.000122910533571,0.0004145329555879,12191924.29843562,13922457.386048676,15268343.788688326,1.4761551165507187,1.4593437245001852,1.2513134497443954,97.74068026417328,97.63445167334842,97.5727064340505,25.448697924930133,247.1165736149519,438.34898529392706,981.8022587346686,7,-0.4999999999999997,-0.8660254037844388,-0.6069115162308353
2017-08-01,9.008470457702693,179.2576089770355,18.08007154459169,12.336577939470754,24.551549241716916,9.578681529754302,0.1488155852026424,0.1440661835987917,0.00012222814646,0.0001199587587845,14734331.280074531,1.6140263105571488,97.70064248545752,8,Winter,6.583407646148845,6.203976716750708,12.66131356203061,150.37993583760968,141.00713403861874,146.96191541769875,17.725597593479932,17.547819058999355,19.00701536700794,11.497958537148728,11.330419730910602,13.518211076344857,24.56361246683189,24.333771712283667,25.459870385551696,9.881523308154792,9.441007993922293,12.483798817069324,0.1130151985955947,0.1191496925185685,0.17713775263084,0.1455222771342767,0.1571655187748351,0.1814955075396767,1.870020417099825e-05,9.63163720141249e-06,0.000125278957484,1.6321559244975285e-05,7.267705154763231e-06,0.000122910533571,13161714.298590893,12191924.29843562,13922457.386048676,1.310382247423759,1.4761551165507187,1.4593437245001852,97.87424411746284,97.74068026417328,97.63445167334842,21.795854820602216,142.51445781520567,470.6446788532638,978.8030289947342,8,-0.8660254037844385,-0.5000000000000004,-0.4755870147520154
2017-09-01,23.66027686787748,206.39743540261196,20.617334752210983,14.598802199748176,27.011633306289845,11.9228242728015,0.1748598876842952,0.1599255785615004,0.0002888813883819,0.0002867841440847,16394244.946720434,2.079300794032274,97.58947549110164,9,Spring,9.008470457702693,6.583407646148845,6.203976716750708,179.2576089770355,150.37993583760968,141.00713403861874,18.08007154459169,17.725597593479932,17.547819058999355,12.336577939470754,11.497958537148728,11.330419730910602,24.551549241716916,24.56361246683189,24.333771712283667,9.578681529754302,9.881523308154792,9.441007993922293,0.1488155852026424,0.1130151985955947,0.1191496925185685,0.1440661835987917,0.1455222771342767,0.1571655187748351,0.00012222814646,1.870020417099825e-05,9.63163720141249e-06,0.0001199587587845,1.6321559244975285e-05,7.267705154763231e-06,14734331.280074531,13161714.298590893,12191924.29843562,1.6140263105571488,1.310382247423759,1.4761551165507187,97.70064248545752,97.87424411746284,97.74068026417328,39.25215497172899,96.774669359681,536.034980217257,979.9292461697805,9,-1.0,-1.8369701987210297e-16,-0.06382805001928071
2017-10-01,31.97105981089393,216.5515078803262,20.82697240670207,15.654225133991604,26.38239591249116,14.120769767632394,0.2035338874651932,0.2098931247812912,0.0003343662415169,0.0003323050397397,18282776.613592032,1.772119767642536,97.27962123054304,10,Spring,23.66027686787748,9.008470457702693,6.583407646148845,206.39743540261196,179.2576089770355,150.37993583760968,20.617334752210983,18.08007154459169,17.725597593479932,14.598802199748176,12.336577939470754,11.497958537148728,27.011633306289845,24.551549241716916,24.56361246683189,11.9228242728015,9.578681529754302,9.881523308154792,0.1748598876842952,0.1488155852026424,0.1130151985955947,0.1599255785615004,0.1440661835987917,0.1455222771342767,0.0002888813883819,0.00012222814646,1.870020417099825e-05,0.0002867841440847,0.0001199587587845,1.6321559244975285e-05,16394244.946720434,14734331.280074531,13161714.298590893,2.079300794032274,1.6140263105571488,1.310382247423759,97.58947549110164,97.70064248545752,97.87424411746284,64.63980713647408,90.0885050614042,602.2065522599736,1040.5555375539009,10,-0.8660254037844386,0.5000000000000001,-0.08295968437213308
2017-11-01,99.7916008087516,223.00835628909755,21.467776065096533,16.37450816203828,27.0020222963409,14.918100549856256,0.2271547619712146,0.2100711034475632,0.0034981803020414,0.0034963394706859,20364978.34127557,1.8948855108349143,97.18843835068267,11,Spring,31.97105981089393,23.66027686787748,9.008470457702693,216.5515078803262,206.39743540261196,179.2576089770355,20.82697240670207,20.617334752210983,18.08007154459169,15.654225133991604,14.598802199748176,12.336577939470754,26.38239591249116,27.011633306289845,24.551549241716916,14.120769767632394,11.9228242728015,9.578681529754302,0.2035338874651932,0.1748598876842952,0.1488155852026424,0.2098931247812912,0.1599255785615004,0.1440661835987917,0.0003343662415169,0.0002888813883819,0.00012222814646,0.0003323050397397,0.0002867841440847,0.0001199587587845,18282776.613592032,16394244.946720434,14734331.280074531,1.772119767642536,2.079300794032274,1.6140263105571488,97.27962123054304,97.58947549110164,97.70064248545752,155.42293748752297,177.2187923081252,645.9572995720357,1116.6019784252996,11,-0.5000000000000004,0.8660254037844384,-0.022349770264212393
2017-12-01,98.21821840224702,210.93903054291587,22.637838503716647,18.394475594068886,27.76266496231188,17.585539558321493,0.2671358501599731,0.250533493357107,0.000647968494935,0.0006460851925803,19050748.335856527,1.758213795994961,97.06455004673369,12,Summer,99.7916008087516,31.97105981089393,23.66027686787748,223.00835628909755,216.5515078803262,206.39743540261196,21.467776065096533,20.82697240670207,20.617334752210983,16.37450816203828,15.654225133991604,14.598802199748176,27.0020222963409,26.38239591249116,27.011633306289845,14.918100549856256,14.120769767632394,11.9228242728015,0.2271547619712146,0.2035338874651932,0.1748598876842952,0.2100711034475632,0.2098931247812912,0.1599255785615004,0.0034981803020414,0.0003343662415169,0.0002888813883819,0.0034963394706859,0.0003323050397397,0.0002867841440847,20364978.34127557,18282776.613592032,16394244.946720434,1.8948855108349143,1.772119767642536,2.079300794032274,97.18843835068267,97.27962123054304,97.58947549110164,229.98087902189252,269.2330339936215,650.4988947123395,1186.5338749295968,12,-2.4492935982947064e-16,1.0,-0.09018271996377931
2018-01-01,47.12988683462777,247.57867836349703,23.500014202443246,18.89818620567371,29.029414396640288,17.230422556475713,0.1992727089898148,0.2073465814261345,0.0008051681604625,0.0008033742919725,22685902.852218468,1.6435018602266829,97.0582954395164,1,Summer,98.21821840224702,99.7916008087516,31.97105981089393,210.93903054291587,223.00835628909755,216.5515078803262,22.637838503716647,21.467776065096533,20.82697240670207,18.394475594068886,16.37450816203828,15.654225133991604,27.76266496231188,27.0020222963409,26.38239591249116,17.585539558321493,14.918100549856256,14.120769767632394,0.2671358501599731,0.2271547619712146,0.2035338874651932,0.250533493357107,0.2100711034475632,0.2098931247812912,0.000647968494935,0.0034981803020414,0.0003343662415169,0.0006460851925803,0.0034963394706859,0.0003323050397397,19050748.335856527,20364978.34127557,18282776.613592032,1.758213795994961,1.8948855108349143,1.772119767642536,97.06455004673369,97.18843835068267,97.27962123054304,245.13970604562633,309.77951318210046,681.5260651955103,1283.7326174554842,1,0.49999999999999994,0.8660254037844387,-0.517193794141369
2018-02-01,139.92242973784658,171.69462598940953,23.647107555621545,20.185614629846807,28.00026987478129,18.833904634449148,0.2568376006509545,0.2158149519551961,0.0022780839824503,0.00227653318579,16833508.810211446,1.668713768187967,97.00383587122906,2,Summer,47.12988683462777,98.21821840224702,99.7916008087516,247.57867836349703,210.93903054291587,223.00835628909755,23.500014202443246,22.637838503716647,21.467776065096533,18.89818620567371,18.394475594068886,16.37450816203828,29.029414396640288,27.76266496231188,27.0020222963409,17.230422556475713,17.585539558321493,14.918100549856256,0.1992727089898148,0.2671358501599731,0.2271547619712146,0.2073465814261345,0.250533493357107,0.2100711034475632,0.0008051681604625,0.000647968494935,0.0034981803020414,0.0008033742919725,0.0006460851925803,0.0034963394706859,22685902.852218468,19050748.335856527,20364978.34127557,1.6435018602266829,1.758213795994961,1.8948855108349143,97.0582954395164,97.06455004673369,97.18843835068267,285.27053497472133,440.69347246224436,630.2123348958224,1276.169634467858,2,0.8660254037844386,0.5000000000000001,-0.6508699782946563
